"","V1","V2","V3","V4","V5"
"1",0,0.500502372530538,0.285883649465284,0.282474929732816,0.278982085597613
"2",1,10.1639155033817,5.94141563277294,3.45410587587325,3.26108416794886
"3",2,7.51071126821929,1.93425176047018,2.47971416395457,1.92635669226664
"4",3,5.37589248363494,1.70044510893303,2.37203881942546,1.70044509185467
"5",4,27.6312425716245,5.37680729082334,0.00517776775159303,-9.0259129775464e-101
"6",5,2.63531603917102,1.34140230454716,1.47356002359319,1.33917046181511
"7",6,11.2563907036205,2.65829908490316,3.98933033518554,2.55992122473242
"8",7,7.20394818182343,2.14719554630571,2.39112439092982,2.04530025534075
"9",8,3.35898214520232,0.918936552379431,0.966610859594063,0.846245379184912
"10",9,32.9583686600433,11.9681869866323,0.00964618710596627,-4.99994262693139e-100
"11",10,8.6950174381823,2.70959070718965,1.0684761408338,0.512632674332172
"12",11,3.41818194313577,1.54089906620108,0.7561580656878,0.559088599109892
"13",12,7.21195740617494,1.56860218435344,2.21778471775408,1.52309705338374
"14",13,22.339291395421,8.0103692397736,5.9940909698048,5.31957046705185
"15",14,12.4622513606231,5.59411656605035,5.43764737670246,4.47287707436862
"16",15,4.53938228489608,1.29567093969502,1.49786889468425,1.2917992793297
"17",16,13.7526677819763,6.77628888051327,7.15026423440836,6.77628887933455
"18",17,26.7262296389664,8.24480287521938,7.17948102203594,7.07550418122733
"19",18,2.591011040781,0.810886789991978,0.738810483608957,0.713764772330387
"20",19,1.51741572922721,0.209263849372447,0.329677036300434,0.208123274275317
"21",20,2.07179868006691,1.14869281968256,1.29021768002065,1.1483077618229
"22",21,1.89881656495613,0.310297065790699,0.301066190024808,0.260155751539011
"23",22,22.9854660852027,6.56265396614424,5.14893102232125,5.07583128978148
"24",23,4.41241778706735,0.647995265212337,1.3335289201594,0.647995250426762
"25",24,0.882636697568925,0.094954093388578,0.179276206542707,0.0948759776194071
"26",26,0.655495819924977,0.402113665099462,0.302889783819623,0.256181474631988
"27",27,28.9261306752215,5.85468825225422,0.701663244733013,0.576403544535865
"28",28,0.251495045271714,0.0814481498228041,0.0827077949583347,0.0803657586636012
"29",29,0.215304262004803,0.151425246806031,0.0964259152140021,0.0532272364361149
"30",30,10.6258380689972,1.14525838837207,2.91806763249692,1.14525842749449
"31",31,2.29055427188361,1.46536890909055,1.43664807652599,1.43160767542143
"32",32,14.5319157392576,1.63158819104114,2.81618264032831,1.63158825743763
"33",33,25.3169735173103,6.75445089604773,0.410466637314822,0.332170873441904
"34",35,1.37461761886422,0.560521722669625,0.509547935209805,0.468779044754236
"35",36,31.5884989787455,7.86141994244437,0.0067640885932439,-2.23931606807287e-100
"36",37,0.692917712909718,0.297227254717844,0.184214536296158,0.0916235386459202
"37",38,0.181312076199674,0.0209042442549225,0.017805433206903,0.0162486514354525
"38",39,2.60369319869139,0.681039827007037,1.01550253728486,0.681039825425914
"39",40,20.0068320998599,3.87288196268348,3.05322244804352,2.80386167432641
"40",41,31.6853403234537,7.28046657318563,2.03897074987036,1.91424172709969
"41",43,30.6549275843642,8.3745282856283,2.16416975069369,1.57116058921467
"42",44,10.2439379783388,1.02098398418809,2.85247419352282,1.00445481483077
"43",45,13.8482372885038,4.80701980020141,3.06391361024856,1.91551536234601
"44",46,1.68542512405425,0.518438105459424,0.430054585095512,0.393616852047186
"45",47,5.87983878861302,2.04592735683833,1.41599275808748,0.853238187600596
"46",48,14.869164193152,1.65208204941775,3.05895625285493,1.56687583158146
"47",49,2.14073459859292,0.109287439125677,0.328262160491864,0.109072146226786
"48",51,6.53334440034385,3.02694306007736,1.7329367388248,0.942297237258303
"49",53,19.5035507502368,6.26782468522303,3.75199694262145,3.36482874953701
"50",54,1.61987339244961,1.01434371526368,1.01309738842384,1.00538109106905
"51",55,7.41945793471264,2.01179046781458,2.14998406604903,1.99511862570554
"52",56,29.3771690852714,8.97431350926156,0.693282959175411,0.54162589611604
"53",57,8.54462511027592,1.49471090457804,2.79080358219253,1.39530745077278
"54",58,8.20450014218908,0.00127403701436745,3.01644186883008,-2.43279064864896e-100
"55",59,3.63970459588649,0.623124245798301,0.945647832185085,0.623006832891538
"56",60,2.5997622414603,1.02540240737954,1.04357888059908,1.00323985272654
"57",62,0.843075059488866,0.0887774387646799,0.17810043188087,0.0887748712215273
"58",63,4.97207180513906,2.37760285851833,2.74973477363306,2.37662032475392
"59",64,15.0663586425473,4.79707050613876,2.32234256823463,1.44390568803284
"60",65,9.65999026425021,3.55453150229622,1.28257584515893,1.15704659179519
"61",66,30.1058125328552,10.2333014431979,4.53612316188476,3.58371262725879
"62",67,28.5257357428037,6.99180061666748,1.03387826512438,0.748037131193607
"63",68,0.795327168896689,0.327541813010324,0.324789485433864,0.321061599181478
"64",69,6.19908895513381,2.53335849762116,1.67069807570272,1.21546369749223
"65",70,8.59011321511921,0.266081503308008,2.86115030305813,0.266083414309781
"66",71,7.5786117384592,1.95947370649776,2.15448338199776,1.95890781577941
"67",72,9.06264541290792,0.971060772658234,2.26043879813674,0.971060778794956
"68",73,6.64378973314767,0.00123479162163669,2.89256856064895,-3.24372086486528e-100
"69",74,9.62620936490783,0.253005029240188,3.03393008389534,0.25301764374126
"70",75,0.00623898387908098,0.00489865194415026,0.00496382535003929,0.00489865194699665
"71",76,9.60137295962305,1.73370111179011,3.42528989425023,1.71995986634678
"72",77,7.38596185659587,1.65869025810664,1.91929239369832,1.65287207612186
"73",78,0.173317315922577,0.0413417575278667,0.0453341232794113,0.0409467022153297
"74",81,2.44105402603252,1.40965867018622,1.40965867017613,1.40965902038289
"75",82,11.983114109932,3.83869263510962,1.55676561339907,0.68187439490302
"76",83,27.7605922009572,13.0823495812323,9.7246996348602,9.48069028930249
"77",84,2.70912904919972,0.749139354358471,0.95991452222315,0.74910734813693
"78",85,0.374612649775043,0.236801153934189,0.236801153930393,0.236801273040342
"79",86,2.3285419845677,0.37911688455571,0.572577526577326,0.379116884567794
"80",87,2.27405593094412,0.995485926557811,0.914129008228497,0.892640435638707
"81",88,19.4298835302175,10.2944457557432,0.00859837252332503,-3.39928261157828e-100
"82",89,1.58771804331008,0.63210486524225,0.526853863732002,0.52287707435474
